	comment	hahstags	Nome	Posicionamento
576	Se até Deus nos deu livre arbítrio, por que o homem se acha no direito de tirar? #abortolegalsim se vc é contra o aborto, vc que não aborte. Mas o direito das mulheres tem que permanecer. 	[['abortolegalsim']]	PL 2893/2019	Positivo
578	Lógico que possui pontos positivos, tudo que o Estado controla o faz mais forte. Menos Estado. #Bolsonaro2022	[['Bolsonaro2022']]	PEC 32/2020	Positivo
579	O fim da estabilidade deixará os servidores, que dedicaram uma vida de estudos para passar no concurso público, a mercê de vontade política, podendo ser vítima de perseguição e até perder o cargo por não se submeter a vontades meramente políticas. Estabilidade é essencial ao funcionalismo público e ao bom atendimento da sociedade. # Estabilidade Sim.	[[]]	PEC 32/2020	Negativo
581	"Essas medidas contra esse regime criminoso e genocida já vêm tarde, mas antes tarde do que nunca.
#PL5358CriminalizacaoDoComunismo"	[['PL5358CriminalizacaoDoComunismo']]	PL 4425/2020	Positivo
585	Acabar com a aposentadoria compulsória e restringir as férias de certos servidores, como juízes, que devem ser tratados igualmente aos outros servidores. No restante, discordo totalmente! #estabilidadesim!	[['estabilidadesim']]	PEC 32/2020	Positivo
591	"# estabilidade SIM !!
# NÃO à liberdade para o chefe do Executivo mexer no desenho da administração pública para que possa extinguir órgãos e entidades, como ministérios, autarquias e fundações, sem a necessidade de projeto de lei."	[[]]	PEC 32/2020	Negativo
596	Assim como capitalismo é um regime, o comunismo também é. Comunismo não mata ninguém, pelo contrário, só faz diminuir a desigualdade social, cada cidadão tem o direito de apoiar o regime que mais lhe agrada. É um absurdo querer proibir alguém de defender o regime que ele acredita ser melhor para o seu país! #DITADURANUNCAMAIS 	[['DITADURANUNCAMAIS']]	PL 4425/2020	Positivo
598	Na realidade o nazismo foi uma forma de mascarar o que realmente ele quer, abolir as ideias comunistas, e os ideias comunistas em uma 'comunidade', não afeta e nem maltrata as pessoas, o comunismo em sua essência nunca foi implantado em lugar nenhum do planeta, mas é importante termos uma visão social, voltada para o bem comum de todos. #ForaBolsonaro #ForaEduardoBolsonaro	[['ForaBolsonaro', 'ForaEduardoBolsonaro']]	PL 4425/2020	Negativo
599	Tem que criminalizar sim,vi comentários que o nazismo prega  ódio, violência,racismo,intolerância,foi o que vi desde a eleição do Bolsonaro,pessoas de esquerda praticando tudo isso nos eleitores do presidente,lembro daquela senhora dando entrevista é a ativista insana gritando #elenao com os olhos esbugalhados,comunismo é uma praga que deve ser criminalizar a para o bem da nossa nação!	[['elenao']]	PL 4425/2020	Positivo
611	"u e bolsonaro u e bolsonaro
#bolsonaro2022
bolsonaro ate morrer!!!"	[['bolsonaro2022']]	PL 4425/2020	Positivo
612	O comunismo, assim como nazismo, matou milhões de pessoas em seus regimes de extrema esquerda, portanto criminalizar um e não criminalizar o outro não faz sentido. #comunismomata	[['comunismomata']]	PL 4425/2020	Positivo
613	Acabar com a estabilidade é uma afronta à Constituição Federal de 1988, uma vez que, o instituto da estabilidade é um meio para que o servidor atue com liberdade e em conformidade com o interesse público. A ausência da estabilidade daria ensejo à perseguições no âmbito da administração pública restringindo a atuação do servidor a interesses escusos. #estabilidadesim 	[['estabilidadesim']]	PEC 32/2020	Negativo
614	"A reforma administrativa é uma porta aberta para a corrupção, conchavos, rachadinhas e falta de transparência na administração pública. O fim da estabilidade e o vínculo de experiência são alguns exemplos de inconstitucionalidade. Absurdos sem tamanho e incoerentes. Tem que acabar é com a farra desses cargos em comissão. Temporário sendo beneficiado em detrimento do concursado, RIDÍCULO!

#PEC32NAO #ESTABILIDADESIM #VINCULODEEXPERIENCIANAO #NAOAREFORMAADMINISTRATIVA



"	[['PEC32NAO', 'ESTABILIDADESIM', 'VINCULODEEXPERIENCIANAO', 'NAOAREFORMAADMINISTRATIVA']]	PEC 32/2020	Negativo
616	Sem estabilidade o clientelismo impera na área pública, #reformemareforma.	[['reformemareforma']]	PEC 32/2020	Negativo
617	"A Esquerda Mundial 
unida aos Iluminatis, Progressistas, Extremistas, Terroristas, Foro de São Paulo, PCC Partido Comunista Chinês, querem somente implantar um Governo Mundial diminuindo População Mundial e com Ditadores espalhados pelo planeta já conseguiram exito principalmente na África  com milhões genocidios. Agora miram a América e para exitar precisam eliminar Presidentes do Chile, Paraguai,  Brasil e Estados Unidos que sós vão conseguindo destruir as intenções SATÂNICAS. #FORAGEORGESOROS"	[['FORAGEORGESOROS']]	PL 4425/2020	Positivo
621	#Não a Reforma Administrativa #	[['Não']]	PEC 32/2020	Positivo
623	"Essa PEC é vergonhosa! Ela não chega nem perto de quem realmente tem sido privilegiado. 
É mais uma vez o governo abrindo espaço para a corrupção ! 
#Vergonhoso #PEC32imoral "	[['Vergonhoso', 'PEC32imoral']]	PEC 32/2020	Negativo
624	"O PONTO POSITIVO É DIMINUIR OS SUPER SALÁRIOS, E NÃO TIRAR A ESTABILIDADE DAQUELE QUE PASSA ANOS ESTUDANDO PARA PASSAR NUM CONCURSO E SÓ GANHAR $2.500,00 POR MÊS. 
#A ESTABILIDADE É INEGÓCIAVEL
#VAMOS TIRAR OS PRIVILÉGIOS DESNECESSÁRIOS
#O OBJETIVO É AVANÇAR E NÃO RETROCEDER
# A CF NÃO PODE SER CALADA
"	[['A', 'VAMOS', 'O']]	PEC 32/2020	Positivo
633	"Estudamos, nos dedicamos, abdicamos até da nossa família para realizar o sonho de servidor público efetivo e estável. De forma alguma o estabilidade pode acabar, isso é uma forma de destruir a democracia brasileira. O concurso público é um forma legítima e digna de admitir pessoas competentes para assumir um cargo no serviço público.

#Digo não ao fim da estabilidade."	[['Digo']]	PEC 32/2020	Negativo
635	Essa proposta é essencial para dar transparência ao nosso processo eleitoral. Precisa ser aprovada! #PEC135JÁ 	[['PEC135JÁ']]	PEC 135/2019	Positivo
638	"Voto impresso é direito do cidadão.
#BolsonaroReeleito2022"	[['BolsonaroReeleito2022']]	PEC 135/2019	Positivo
640	"Estamos cansados de ver fraudes!
Em todo o país! 
#votoimpresso "	[['votoimpresso']]	PEC 135/2019	Positivo
641	"Nenhum ponto negativo! 
#votoimpressojá"	[['votoimpressojá']]	PEC 135/2019	Positivo
642	Voto impresso permite realizar auditoria. Sem ele, a urna é inauditável. #BolsonaroReeleito2022	[['BolsonaroReeleito2022']]	PEC 135/2019	Positivo
643	#VOTOSIMPRESSOS garante a vontade legítima do cidadão!!	[['VOTOSIMPRESSOS']]	PEC 135/2019	Positivo
644	"Voto impresso é um direito do eleitor e um dever da justiça eleitoral. É um comprovante em consequência de uma auditoria.
#BolsonaroTemRazao
#SomosTodosBolsonaro
#BolsonaroMito"	[['BolsonaroTemRazao', 'SomosTodosBolsonaro', 'BolsonaroMito']]	PEC 135/2019	Positivo
645	"O voto IMPRESSO tem que ter 2 comprovantes, uma para o eleitor e outra para o TSE e ponto final!!!!
Vamos acabar com a FRAUDE nas eleições e fazer valer a DEMOCRACIA!!!
#VotoImpressoJá 
#BolsonaroReeleitoEm2022
#BolsonaroPresidenteAté2026
#FechadoComBolsonaro  "	[['VotoImpressoJá', 'BolsonaroReeleitoEm2022', 'BolsonaroPresidenteAté2026', 'FechadoComBolsonaro']]	PEC 135/2019	Positivo
647	"O voto impresso nos oferece a possibilidade de auditar a contagem de voto e minimiza fraude, pós  as urnas não  são  confiáveis 
#VotoImpressoEm2022 "	[['VotoImpressoEm2022']]	PEC 135/2019	Positivo
648	Só tenho ponto positivo, até por que quem produz um mínimo de sinapses nos neurônios sabe que, não há como auditar as urnas hoje me dia!!! Isso dará a segurança para que uma democracia plena seja estabelecida! #VotoEletronicoeImpressoJÁ	[['VotoEletronicoeImpressoJÁ']]	PEC 135/2019	Positivo
649	NÃO existe ponto negativo mais do que se tem hoje ! No PAÍS mais poderoso dá terra , estamos assistindo  uma fraude sem precedentes. Imaginem aqui no Brasil.  Lá a diferença é que tem como corrigir a fraude .isso édemocracia. Aqui quem decide quem ganhou ou quem perdeu é o STF com seus ministros politiqueiros . Se confiam tanto nas urnas eletrônica,  qual o medo do voto impresso?  #votoimpresso SIM .	[['votoimpresso']]	PEC 135/2019	Positivo
651	"Possibilidade de conferência. Imprescindível!
#VotoEletronicoImpresso2022"	[['VotoEletronicoImpresso2022']]	PEC 135/2019	Positivo
656	#QueroMeuVotoImpresso 	[['QueroMeuVotoImpresso']]	PEC 135/2019	Positivo
661	Essa proposta é fundamental para a transparência da contagem dos votos de nossas eleições! #PEC135JÁ	[['PEC135JÁ']]	PEC 135/2019	Positivo
664	"#VotoImpressoEm2022 
Só a palavra de que não há fraude sem auditoria não tem confiabilidade e credibilidade!
Se sou obrigado a comprovar em tudo com conta residência, com notas fiscais ao IRPF... tenho o direito de exigir comprovação de que meu voto NÃO foi violado e ser possível auditar as eleições!"	[['VotoImpressoEm2022']]	PEC 135/2019	Positivo
679	"A proposta de modificação do ART.84 parece maluquice, o chefe do executivo excluindo/extinguindo órgãos por decreto! Isso na verdade é um forte atentado a segurança jurídica! É tornar constitucional uma prática ditatorial! 
Outro ponto absurdo é ""trainee"" nos cargos de carreira típica de estado! Qual será o critério de escolha? E se o encarregado da escolha utilizar critérios subjetivos? Isso abre uma margem GIGANTE  para arbitrariedade na escolha ! #Trainee de alta patente não! ABSURDO "	[['Trainee']]	PEC 32/2020	Negativo
681	#ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
682	#EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
683	"Completamente contra a toda a proposta. O mais inadimissivel é a perda da instabilidade, uma vez que o servidor consegue seu cargo por mérito e não por ""apadrinhamento"".
O que significa exigir experiência, uma vez que o primeiro emprego do jovem é o serviço público pois setor privado não contrata sem experiência acaba que o jovem se perde ao mundo de coisas que todos já sabem.
#contra.pec32/2020
"	[['contra']]	PEC 32/2020	Negativo
696	"Essa pec simplesmente não atende ao povo brasileiro, mas atende todos esses senhores engravatados que sempre preferem retirar os direitos dos cidadãos a fazer uma reforma no próprio âmbito político em que estão inseridos. Há algo muito errado aí. essa pec NÃO PODE PASSAR, PATRIMONIALISMO NUNCA MAIS !!! 
Defendam os direitos do povo
Não à pec 32/20
#REFORMAPOLITICAJÁ"	[['REFORMAPOLITICAJÁ']]	PEC 32/2020	Negativo
699	Só quem não quer isso, são os bandidos que tomaram o poder por anos. Mais tenho fé que isso vai acabar. Chega de roubalheira. #votoimpressoJa	[['votoimpressoJa']]	PEC 135/2019	Positivo
701	"Voto impresso e digital, conferindo os dois pra saber a verdade. Assim fica difícil de trapacear é comprar votos!!
#VotoImpressoSim2022"	[['VotoImpressoSim2022']]	PEC 135/2019	Positivo
702	MAIS TRANSPARÊNCIA. SOU TOTALMENTE FAVORÁVEL AO PROJETO! #VOTOAUDITÁVELJÁ	[['VOTOAUDITÁVELJÁ']]	PEC 135/2019	Positivo
706	A reforma Administrativa de Bolsonaro-Guedes facilita a terceirização e privatização de serviços essenciais como saúde e educação, além de ampliar a corrupção por meio do fim da estabilidade dos servidores e dos concursos públicos. #DerrubaPec32 	[['DerrubaPec32']]	PEC 32/2020	Negativo
708	Essa reforma só irá prejudicar as classes dos que mais trabalham e servem a este país, é um retrocesso, servirá somente para colocar mais indicações de políticos! É uma vergonha com tanto problema que estamos passando no nosso país a prioridade é tirar a dignidade que ainda resta dos funcionários públicos que menos ganham, espero que revejam e não coloquem em votação! #Nãoareformaadministrativa	[['Nãoareformaadministrativa']]	PEC 32/2020	Negativo
709	A veganada fica louca....Vai ter Criação como Patrimônio Sim....#agroépop #agroétudo	[['agroépop', 'agroétudo']]	PL 318/2021	Positivo
710	A estabilidade do servidor é um direito e garante a prestação de um serviço justo e sem interferência de terceiros. #EstabilidadeSIM	[['EstabilidadeSIM']]	PEC 32/2020	Positivo
711	O objetivo deste PL é dar base legal para algo imoral. #SilvestreNãoÉPet e a criação de cães e gatos já mostra toda sua capacidade de gerar prejuízos aos animais, ao ambiente e a saúde pública.	[['SilvestreNãoÉPet']]	PL 318/2021	Negativo
713	É um grande retrocesso na causa animal! #animalnãoécoisa	[['animalnãoécoisa']]	PL 318/2021	Negativo
714	"#AnimalSilvestreNaoEPet #AnimalNaoECoisa 
Este projeto é completamente incoerente e inaceitável por inúmeros aspectos. A justificativa sugere que a relação humana-animal sempre foi benéfica, amorosa e que teve sempre o objetivo de proteger e preservar a fauna. Entretanto, são apenas palavras vazias que não representam os objetivos reais desse PL que é incentivar à comercialização de diversas espécies animais.Devemospreservar a natureza e não retirar os animais do local onde pertecem"	[['AnimalSilvestreNaoEPet', 'AnimalNaoECoisa']]	PL 318/2021	Negativo
715	"Um dia no mundo foi normal escravizar, procriar e torturar vidas humanas. Os discursos eram cheios de frase bem elaboradas, ares de intelectualidade e as argumentações eram milhares a favor de o que é hoje Crime Hediondo, entre outros.

Um dia alcançaremos um patamar evolutivo moral decente e não mais nos colocaremos superior a nada e nem ninguém. Enquanto isso, vivemos nesse purgatório atropelando a moral, o respeito, o amor ao próximo. #respeitoaosanimais #deixemosanimaisempaz"	[['respeitoaosanimais', 'deixemosanimaisempaz']]	PL 318/2021	Positivo
716	"Não é respeitoso criar animais em cativeiro. Deve-se ser ético com os animais, esses são seres sencientes que são capazes de amar e sentir dor também. Total respeito pelo animais, não essa Pl. 

Não podemos aceitar essas comercialização e criação em cativeiro! #govegan "	[['govegan']]	PL 318/2021	Negativo
717	MILHARES DE ANIMAIS VÃO SER EXPLORADOS, MUTILADOS E CONTRABANDEADOS, MANTIDOS EM CATIVEIROS ATÉ SEREM COMPRADOS E TRAFICADOS POR PESSOAS EGOCÊNTRICAS E INDIVIDUALISTAS! SE A PL SE CONCRETIZAR TEREMOS ESPÉCIES SENDO TRATADAS COMO OBJETOS POR CONTA DE SEVERA DESUMANIDADE. Inacreditável que existam pessoas a favor de uma realidade tão cruel e especista. O BICHO HUMANO DEVE DEIXAR OS ANIMAIS SILVESTRES EM PAZ, LIVRES E RESPEITA-LOS. #FREEANIMALS #NÃOPL3182021 #CONTRA #PAZ	[['FREEANIMALS', 'NÃOPL3182021', 'CONTRA', 'PAZ']]	PL 318/2021	Negativo
718	"Como tudo nesse DESGOVERNO É falso e sempre para perturbar e DESTRUIR o meio ambiente, a Amazônia, PANTANAL. 
#FORABOLSANAROECIA."	[['FORABOLSANAROECIA']]	PL 318/2021	Negativo
720	"Quem ama o CRIADOR RESPEITA a criação!
Pássaros foram criados livres e para voar. A Natureza por si só, sempre cuidou e cuida dos Animais,  o ser humano com sua conversinha mole de preservação,  só quer escravidão, submissão, tortura e tirar vantagem $$$ com os inocentes.
Façam PLs para cuidar de idosos e crianças abandonadas e que morrem de fome. DEIXEM OS ANIMAIS EM PAZ!! Isso já vai ajudar muito o planeta!! Que tal um PL de CONTROLE DE NATALIDADE!! Ideal, principalmente para o Brasi. #SeLiga"	[['SeLiga']]	PL 318/2021	Positivo
721	"Enquanto muitas pessoas estão aguardando por coisas mais importantes em termos de educação ou saúde, há pessoas como esse deputado. Sem fundamento e provavelmente querendo desmerecer algo atualmente considerado ilícitos cruel para beneficiar a si próprio ou seus colegas. O brasileiro não vai mais passar pano para atos corruptos ou ilegais, a nova geração tem voz. É preciso exigir ensino político, econômico e superior do legislativo. Assim não leio tais absurdos.
#FORABOLSONARO"	[['FORABOLSONARO']]	PL 318/2021	Negativo
722	"Animais não estão aqui nos servir.
Parem com a exploração aos animais.

#libertemosanimaisdasprisoes
#libertaçãoanimal"	[['libertemosanimaisdasprisoes', 'libertaçãoanimal']]	PL 318/2021	Positivo
723	Totalmente de acordo a criação de pássaros er cultural a mais de décadas er com a evolução dos anos tem contribuído muito com a preservação da espécie quem er contra e por que não sabe quantos aves são reproduzidas por ano er são doadas para outros criadores i assim continuando a reprodução #respeitei os criadores de pássaros assim como os criadores respeita quem cria seu cachorro trancando em sua casa que quando vai pra rua só na coleira ou quando vcs abre a porta Elis fogem mais respeito . 	[['respeitei']]	PL 318/2021	Positivo
724	Animais não são objetos e nem brinquedos para satisfazer o ego dos humanos, que se acham o dono do mundo.  Os outros animais pertencem a natureza! Chega de crueldade com nossos bichinhos, eles não estão aqui para nos servir. #LibertaçãoAnimalJá	[['LibertaçãoAnimalJá']]	PL 318/2021	Negativo
725	Animais não são objetos e devem ser respeitados. #crueldadeanimalnão	[['crueldadeanimalnão']]	PL 318/2021	Negativo
726	Eu voto a favor se todos os envolvidos viverem nas mesmas condições que esses animais, em cativeiros e com os mesmos tratos, de comida a condições de higiene. Se toparem, assina um termo de compromisso que voto favorável. #Reflita	[['Reflita']]	PL 318/2021	Negativo
727	Nenhum animal deve ser submetido a comércio, seus direitos devem ser garantidos, dignidade e liberdade acima de tudo #LIBERTAÇÃO 🌱	[['LIBERTAÇÃO']]	PL 318/2021	Negativo
728	"#BarraPec32 
Já usaram o argumento das reformas trabalhista e previdenciária para esfolar o trabalhador em geral em prol do capital.
Uma Reforma Administrativa que afetará servidores mais vulneráveis (concursados linha de frente com baixos salários e condições precárias de trabalho).
Precisamos de Reforma Política. Reduzir indicados políticos com super salários, evitar terceirizações e possíveis rachadinhas, negociatas de cargos, perseguições. Temos que reduzir políticos e seus luxos."	[['BarraPec32']]	PEC 32/2020	Negativo
729	"Minha opinião é de que deveria ser permitido tanto a criação de silvestres nascidos em cativeiro como a criação de aves que não são de descendências brasileira pois se não havesse o tão perseguido criador e preservador  dessas lindas espécies vários animais já seriam extintos . #criar e preservar...
   "	[['criar']]	PL 318/2021	Positivo
730	"Eu DISCORDO TOTALMENTE! A criação está visando somente LUCRO! Nem sempre os animais recebem seu merecido valor, então, DISCORDO TOTALMENTE. 
#Contra EU SOU CONTRA A CRIAÇÃO DE ANIMAIS PARA VENDA. Isso NÃO é cultura! Isso é uma VERGONHA!"	[['Contra']]	PL 318/2021	Negativo
731	 Não concordo ,vão procurar oque fazer ,nada justifica a exploração de animais,sabemos quais as intenções vces,esse projeto jamais será aprovado, # deixe nosso animais em paz  .	[[]]	PL 318/2021	Positivo
732	Não há nada de positivo num PL que legaliza exploração de animais com a desculpa de transformar isso em patrimônio cultural. A exploração dos animais, seres sencientes, é feita no país por involução dos brasileiros. A partir do momento que tem consciência do absurdo que isso é, o cidadão (ã) passa a protege-los e não explora-los. Respeitem os animais! #ContraPL318	[['ContraPL318']]	PL 318/2021	Negativo
733	"A gente criamos e preservamos, cuido como se fossem meus filhos alo sibiteiros do brasil vamos dar essa força 
#criar&preserva "	[['criar']]	PL 318/2021	Positivo
734	Tenho 4 Aves em casa, concordo totalmente com a votação todos tem que escolher o que criar com amor e carinho, é óbvio né galera não pegar o bicho ou animal que for e maltrata porque tem muitos por aí.#sim no me voto	[['sim']]	PL 318/2021	Positivo
735	esse especicismo tem que acabar! animais sentem tanto quanto a gente, por vezes até mais! o ser humano precisa levar a humanidade para todas as espécies! #Animallivesmattertoo	[['Animallivesmattertoo']]	PL 318/2021	Negativo
736	Por isso que o mundo não melhora vcs só criam projetos para acabar com o meio ambiente invés de ficarem pensando que prender animais é  bom  pensem que se esses idiotas não os caçassem ninguém teria que se preocupar em proteger #ForaBolsonaro#Animaisnãosãobjetos	[['ForaBolsonaro', 'Animaisnãosãobjetos']]	PL 318/2021	Negativo
737	"Quantas vezes precisamos repetir que os animais estão neste planeta para o seu propósito e não para os humanos.
NENHUM ANIMAL É COISA, PROPRIEDADE ou OBJETO.
Deixem os animais em paz! #govegan"	[['govegan']]	PL 318/2021	Negativo
740	Maus tratos aos animais eu sou contra, mas tem muitos animais que agente cria com amor e carinho. # criar e preservar	[[]]	PL 318/2021	Positivo
742	"Tem que ser aprovado esse PL,pois um criador de verdade tem sua ave como parte da família, deveriam preocupar mais com o desmatamento, com a extração ilegal de madeira, estão acabando com a natureza, e isso todos fazem vista ""grossa"". Então se não for os criadores legalizados daqui há alguns anos não existirá muitas espécies de aves...#criar e preservar ❤️"	[['criar']]	PL 318/2021	Positivo
743	Sem bancos de dados como já devidamente demonstrados pelos criadores de animais não teríamos nenhuma forma de preservar ou contribuir pra preservação sem os vários criadores que propõem a criar e preservar suas aves por amor cultura ou tradição. #criaepreservar	[['criaepreservar']]	PL 318/2021	Positivo
744	A criação consciente de animais deve sim existir, um avanço. Sem os criadores preservando e mantendo a metade das raças, não existiria metade das raças que tem no mundo. #Criacaoresponsavelsim. 	[['Criacaoresponsavelsim']]	PL 318/2021	Positivo
745	"Discordo totalmente
#maustratoecrime
Mais amor humano na terra, seja uma pessoa boa e verás as coisas boas que irão acontecer em sua vida,o amor animal é o mais puro que há,ame os animais e amará a Deus aqui na terra, triste daquele que faz mal a um animal, estará fazendo maldade com Deus... tenho toda a certeza...fim triste será daqueles que fazem maldade a qualquer animal que exista ou habite na terra... Deus não virá a terra... pagaremos aqui mesmo,e vai ser mais rápido do que pensamos..."	[['maustratoecrime']]	PL 318/2021	Negativo
746	"A criação em cativeiro não e como as pessoas vêem
Muitas espécie que hoje já quase não existem na natureza estão sendo reproduzidas em cativeiros e isso garantem a sobrevivência dessas espécies
Criação em cativeiro não e prender o animal ,ave seja qual for a espécie 
Criar e cuidar,dar carinho e uma boa alimentação, eu sou criador com muito orgulho,minhas aves estão sempre bem cuidadas,tratadas e limpas #criarepreservar não confundam cativeiro com prisão 👍🏻"	[['criarepreservar']]	PL 318/2021	Positivo
747	"O PL 318/2021 tenta tornar o cativeiro de animais como se fosse cultura nacional. Hoje o cativeiro é aceito em alguns casos por lei, mas ele não reflete a intenção da maior parte da população. Cativeiro de animais silvestres não é cultura nacional, é uma atividade tolerada em algumas situações e que reflete o domínio dos interesses do homem sobre o legítimo interesse de liberdade dos animais silvestres. 

Vamos mostrar que podemos falar pelos animais!
#PL318NÃO"	[['PL318NÃO']]	PL 318/2021	Negativo
748	"Para a maioria dos q ñ concorda, tanto faz os animais existir como ñ, pois encostam apenas nos bichos para pagarem de bom moço nas redes sociais, e ganhar curtidas perante uma sociedade hipócrita, nenhum ñ têm coragem de dar a comida que damos a nossos animais, muito menos dedicar o tempo q dedicamos a eles para q nunca cheguem a ser extintos.
Por esses q se dizem protetores, nossos animais já estariam extintos, pois só os enxergam como um pedaço de carne para saciar a sua fome.
#Brasilhipocrita"	[['Brasilhipocrita']]	PL 318/2021	Positivo
749	"Isso é um retrocesso terrível da história brasileira e da ética humana, os animais silvestres devem ser livres, hoje e sempre! 

#ForaAgronegócio
#ForaBolsonaro"	[['ForaAgronegócio', 'ForaBolsonaro']]	PL 318/2021	Negativo
750	Animais não são mercadorias! Basta de especismo cruel e irracional. DEVEMOS PROTEGER A VIDA DOS ANIMAIS E SEUS HABITATS. #Abaixo a PL 318/2021!!!	[['Abaixo']]	PL 318/2021	Negativo
755	#FORABOLSONARO A natureza em circunstância alguma deve viver sob prisão , eu apoio a liberdade , e o direito dos animais de viverem livres! #FORABOLSONARO	[['FORABOLSONARO', 'FORABOLSONARO']]	PL 318/2021	Negativo
757	Favorecerá o apadrinhamento e o voto de cabresto. Nao precisamos de retrocesso nem institucionalizar a corrupção. #Pec32Nao	[['Pec32Nao']]	PEC 32/2020	Positivo
758	"Sou totalmente contra colocar como patrimônio práticas que são consideradas maus tratos aos animais, o ser humano precisa aprender a respeitar todos os seres vivos.
#Sou totalmente contra a PL318/21"	[['Sou']]	PL 318/2021	Negativo
763	"Sem a legalização já existe inúmeros casos de maus tratos e abusos contra animais, imagine se legalizar...possibilitar tal poder em mãos de pessoas que fariam escolhas ruins, é uma decisão cruel aos animais, pois os deixariam mais vulneráveis à exploração e violência!!
#diganao  "	[['diganao']]	PL 318/2021	Negativo
764	Os animais não humanos também são providos da capacidade de sentir, são sujeitos de direitos e a consciência humana não pode permitir mais sua exploração. Estudos levam a crer que a pandemias resultou do sofrimento animal. Então, pelos animais não humanos e por nossa espécie, considerando a saúde única, NÃO ao PL 318! #movimentomineirommda	[['movimentomineirommda']]	PL 318/2021	Negativo
765	Não tem nada com patrimônio,Essa pec e de maus tratos #pec318nao	[['pec318nao']]	PL 318/2021	Negativo
766	Criação de algumas espécies e a salvação futura para que não entre em extinção na natureza, queria ver essa galera toda votando contra, participar de alguns projetos contra desmatamentos ou reflorestamentos, fazer militancia em casa e fácil,  quero ver ação! #hipocrisia	[['hipocrisia']]	PL 318/2021	Positivo
771	GENTE, NÃO NORMALIZEM EXPLORAÇÃO COMO PRESERVAÇÃO, SÃO DUAS COISAS TOTALMENTE DIFERENTES!!!! oq querem fazer é exploração animal e fiscalização no BRASIL, *NÃO EXISTE*!!!!!!!!!!!!!!!! #DIGANÃOAPL318/2021	[['DIGANÃOAPL318']]	PL 318/2021	Negativo
772	"Concordo totalmente, isso descarta a possibilidade de manipulação.
#Bolsonaro2022 
Ainda vem a Laurinha.
"	[['Bolsonaro2022']]	PEC 135/2019	Positivo
773	Quero ter a certeza de que o voto que digitei na urna eletrônica realmente foi computado para meus candidatos. Até jogo do bicho tem comprovante impresso. Porque o voto, que define o futuro de um país  não pode ter comprovante? #VotoImpressoJá 	[['VotoImpressoJá']]	PEC 135/2019	Positivo
774	"Coloquem na sua cabeça que a criação em cativeiro, já livrou várias espécies da extinção, o ser humano não tem limites para seu nível de destruição e a proibição, não vai impedir a captura, e sim incentivar. 
#CriarEPreservar."	[['CriarEPreservar']]	PL 318/2021	Positivo
775	Não precisa ser vegano, muito menos tutor de animais para perceber que isso é uma total falta de respeito aos direitos dos animais. A PL é uma ordem direta de assassinato, encarceramento e mais tratos de animais. Quem vota a favor de um absurdo como esse são os criadores irresponsáveis com medo da fiscalização. #naoapl318	[['naoapl318']]	PL 318/2021	Negativo
776	"Como existem pessoas sem conhecimento,vcs que são contra deveriam saber mais sobre o assunto,antes de julgar e falar merda procura saber como funciona,tenho certeza que vc que é contra não tem nenhum conhecimento sobre aves,e outra quem é contra não pode criar nenhum tipo de animal,cachorro,cavalo,porco,Galinha será que vcs são vegetarianos?
*Não deveriam ir em zoológico
#Nao deveria ir Rodeio
Antes de falar merda, procura saber mais sobre o assunto."	[['Nao']]	PL 318/2021	Positivo
778	Como sempre, a falta de sensibilidade com relação ao respeito ao bem estar e à vida dos animais ainda é grande neste país. E tem político que ainda perde tempo com uma asneira dessas. No mínimo, o autor dessa PL maldita tem algum interesse pessoal por trás. #NÃOAPL318/2021	[['NÃOAPL318']]	PL 318/2021	Negativo
779	"O PL318/21 é o mais equilibrado entre todos por ser o de maior amplitude, seja no tocante ao arcabouço de proteção jurídica aos criadores sérios, seja enquanto proteção ao conservacionismo e preservação de toda a fauna e o banco genético de todas as espécies e raças.
#criarépreservar
#todasasraçasimportam"	[['criarépreservar', 'todasasraçasimportam']]	PL 318/2021	Positivo
784	Usar o argumento da tradição cultural é apelar para falácia, existem países que olham para as mulheres com menos valores que os homens, existem culturas e tradições que mutilam e violam mulheres, só porque é tradição é ético? ou melhor festivais anuais como Yulin na China e Boknal na Coreia onde centenas de milhares de cães e gatos são abatidos para consumo, ou no Japão onde abatem dezenas de golfinhos, ou nas Ilhas Faroé onde abatem baleias pilotos, só porque é cultural é moral?  #senciencia	[['senciencia']]	PL 318/2021	Negativo
787	"O criador amador que tem sua liberação diante os órgãos ambientais não são traficantes e sim amadores de suas aves.
Deveríamos ser mais respeitados e ajudados pelos órgão pois pra andarmos certo é muito difícil e cada dia estão dificultando nossas criação 
Gostariam de ver leis mais duras pra aqueles agricultores que jogam veneno nas plantações e matam centenas de aves isso ninguém ver 😡 
Mais independente de tudo e todos vamos continuar criando nossas aves legais 
#naoaotraficodeaves isso sim "	[['naoaotraficodeaves']]	PL 318/2021	Positivo
788	"Direitos são Pra Tds, Se For Pra Proíbe Os Criadores De Aves, Tmbm Tem Q Proibe Tds Criadores De Animais...
##Nao Somos Bandido somos PL 318/2021...♡♡♡"	[['Nao']]	PL 318/2021	Positivo
